entityId,controllerIndex,universe,channel
290,0,1,60
291,0,1,63
292,0,1,66
293,0,1,69
294,0,1,72
295,0,1,75
296,0,1,78
297,0,1,81
298,0,1,84
299,0,1,87
300,0,1,90
301,0,1,93
302,0,1,96
303,0,1,99
304,0,1,102
305,0,1,105
306,0,1,108
307,0,1,111
308,0,1,114
309,0,1,117
310,0,1,120
311,0,1,123
312,0,1,126
313,0,1,129
314,0,1,132
315,0,1,135
316,0,1,138
317,0,1,141
318,0,1,144
319,0,1,147
320,0,1,150
321,0,1,153
322,0,1,156
323,0,1,159
324,0,1,162
325,0,1,165
326,0,1,168
327,0,1,171
328,0,1,174
329,0,1,177
330,0,1,180
331,0,1,183
332,0,1,186
333,0,1,189
334,0,1,192
335,0,1,195
336,0,1,198
337,0,1,201
338,0,1,204
339,0,1,207
340,0,1,210
341,0,1,213
342,0,1,216
343,0,1,219
344,0,1,222
345,0,1,225
346,0,1,228
347,0,1,231
348,0,1,234
349,0,1,237
350,0,1,240
351,0,1,243
352,0,1,246
353,0,1,249
354,0,1,252
355,0,1,255
356,0,1,258
357,0,1,261
358,0,1,264
400,0,2,0
401,0,2,3
402,0,2,6
403,0,2,9
404,0,2,12
405,0,2,15
406,0,2,18
407,0,2,21
408,0,2,24
409,0,2,27
410,0,2,30
411,0,2,33
412,0,2,36
413,0,2,39
414,0,2,42
415,0,2,45
416,0,2,48
417,0,2,51
418,0,2,54
419,0,2,57
420,0,2,60
421,0,2,63
422,0,2,66
423,0,2,69
424,0,2,72
425,0,2,75
426,0,2,78
427,0,2,81
428,0,2,84
429,0,2,87
430,0,2,90
431,0,2,93
432,0,2,96
433,0,2,99
434,0,2,102
435,0,2,105
436,0,2,108
437,0,2,111
438,0,2,114
439,0,2,117
440,0,2,120
441,0,2,123
442,0,2,126
443,0,2,129
444,0,2,132
445,0,2,135
446,0,2,138
447,0,2,141
448,0,2,144
449,0,2,147
450,0,2,150
451,0,2,153
452,0,2,156
453,0,2,159
454,0,2,162
455,0,2,165
456,0,2,168
457,0,2,171
458,0,2,174
459,0,2,177
460,0,2,180
461,0,2,183
462,0,2,186
463,0,2,189
464,0,2,192
465,0,2,195
466,0,2,198
467,0,2,201
468,0,2,204
469,0,2,207
470,0,2,210
471,0,2,213
472,0,2,216
473,0,2,219
474,0,2,222
475,0,2,225
476,0,2,228
477,0,2,231
478,0,2,234
479,0,2,237
480,0,2,240
481,0,2,243
482,0,2,246
483,0,2,249
484,0,2,252
485,0,2,255
486,0,2,258
487,0,2,261
488,0,2,264
489,0,2,267
490,0,2,270
491,0,2,273
492,0,2,276
493,0,2,279
494,0,2,282
495,0,2,285
496,0,2,288
497,0,2,291
498,0,2,294
499,0,2,297
500,0,2,300
501,0,2,303
502,0,2,306
503,0,2,309
504,0,2,312
505,0,2,315
506,0,2,318
507,0,2,321
508,0,2,324
509,0,2,327
510,0,2,330
511,0,2,333
512,0,2,336
513,0,2,339
514,0,2,342
515,0,2,345
516,0,2,348
517,0,2,351
518,0,2,354
519,0,2,357
520,0,2,360
521,0,2,363
522,0,2,366
523,0,2,369
524,0,2,372
525,0,2,375
526,0,2,378
527,0,2,381
528,0,2,384
529,0,2,387
530,0,2,390
531,0,2,393
532,0,2,396
533,0,2,399
534,0,2,402
535,0,2,405
536,0,2,408
537,0,2,411
538,0,2,414
539,0,2,417
540,0,2,420
541,0,2,423
542,0,2,426
543,0,2,429
544,0,2,432
545,0,2,435
546,0,2,438
547,0,2,441
548,0,2,444
549,0,2,447
550,0,2,450
551,0,2,453
552,0,2,456
553,0,2,459
554,0,2,462
555,0,2,465
556,0,2,468
557,0,2,471
558,0,2,474
559,0,2,477
560,0,2,480
561,0,2,483
562,0,2,486
563,0,2,489
564,0,2,492
565,0,2,495
566,0,2,498
567,0,2,501
568,0,2,504
569,0,2,507
570,0,3,0
571,0,3,3
572,0,3,6
573,0,3,9
574,0,3,12
575,0,3,15
576,0,3,18
577,0,3,21
578,0,3,24
579,0,3,27
580,0,3,30
581,0,3,33
582,0,3,36
583,0,3,39
584,0,3,42
585,0,3,45
586,0,3,48
587,0,3,51
588,0,3,54
589,0,3,57
590,0,3,60
591,0,3,63
592,0,3,66
593,0,3,69
594,0,3,72
595,0,3,75
596,0,3,78
597,0,3,81
598,0,3,84
599,0,3,87
600,0,3,90
601,0,3,93
602,0,3,96
603,0,3,99
604,0,3,102
605,0,3,105
606,0,3,108
607,0,3,111
608,0,3,114
609,0,3,117
610,0,3,120
611,0,3,123
612,0,3,126
613,0,3,129
614,0,3,132
615,0,3,135
616,0,3,138
617,0,3,141
618,0,3,144
619,0,3,147
620,0,3,150
621,0,3,153
622,0,3,156
623,0,3,159
624,0,3,162
625,0,3,165
626,0,3,168
627,0,3,171
628,0,3,174
629,0,3,177
630,0,3,180
631,0,3,183
632,0,3,186
633,0,3,189
634,0,3,192
635,0,3,195
636,0,3,198
637,0,3,201
638,0,3,204
639,0,3,207
640,0,3,210
641,0,3,213
642,0,3,216
643,0,3,219
644,0,3,222
645,0,3,225
646,0,3,228
647,0,3,231
648,0,3,234
649,0,3,237
650,0,3,240
651,0,3,243
652,0,3,246
653,0,3,249
654,0,3,252
655,0,3,255
656,0,3,258
657,0,3,261
658,0,3,264
700,0,4,0
701,0,4,3
702,0,4,6
703,0,4,9
704,0,4,12
705,0,4,15
706,0,4,18
707,0,4,21
708,0,4,24
709,0,4,27
710,0,4,30
711,0,4,33
712,0,4,36
713,0,4,39
714,0,4,42
715,0,4,45
716,0,4,48
717,0,4,51
718,0,4,54
719,0,4,57
720,0,4,60
721,0,4,63
722,0,4,66
723,0,4,69
724,0,4,72
725,0,4,75
726,0,4,78
727,0,4,81
728,0,4,84
729,0,4,87
730,0,4,90
731,0,4,93
732,0,4,96
733,0,4,99
734,0,4,102
735,0,4,105
736,0,4,108
737,0,4,111
738,0,4,114
739,0,4,117
740,0,4,120
741,0,4,123
742,0,4,126
743,0,4,129
744,0,4,132
745,0,4,135
746,0,4,138
747,0,4,141
748,0,4,144
749,0,4,147
750,0,4,150
751,0,4,153
752,0,4,156
753,0,4,159
754,0,4,162
755,0,4,165
756,0,4,168
757,0,4,171
758,0,4,174
759,0,4,177
760,0,4,180
761,0,4,183
762,0,4,186
763,0,4,189
764,0,4,192
765,0,4,195
766,0,4,198
767,0,4,201
768,0,4,204
769,0,4,207
770,0,4,210
771,0,4,213
772,0,4,216
773,0,4,219
774,0,4,222
775,0,4,225
776,0,4,228
777,0,4,231
778,0,4,234
779,0,4,237
780,0,4,240
781,0,4,243
782,0,4,246
783,0,4,249
784,0,4,252
785,0,4,255
786,0,4,258
787,0,4,261
788,0,4,264
789,0,4,267
790,0,4,270
791,0,4,273
792,0,4,276
793,0,4,279
794,0,4,282
795,0,4,285
796,0,4,288
797,0,4,291
798,0,4,294
799,0,4,297
800,0,4,300
801,0,4,303
802,0,4,306
803,0,4,309
804,0,4,312
805,0,4,315
806,0,4,318
807,0,4,321
808,0,4,324
809,0,4,327
810,0,4,330
811,0,4,333
812,0,4,336
813,0,4,339
814,0,4,342
815,0,4,345
816,0,4,348
817,0,4,351
818,0,4,354
819,0,4,357
820,0,4,360
821,0,4,363
822,0,4,366
823,0,4,369
824,0,4,372
825,0,4,375
826,0,4,378
827,0,4,381
828,0,4,384
829,0,4,387
830,0,4,390
831,0,4,393
832,0,4,396
833,0,4,399
834,0,4,402
835,0,4,405
836,0,4,408
837,0,4,411
838,0,4,414
839,0,4,417
840,0,4,420
841,0,4,423
842,0,4,426
843,0,4,429
844,0,4,432
845,0,4,435
846,0,4,438
847,0,4,441
848,0,4,444
849,0,4,447
850,0,4,450
851,0,4,453
852,0,4,456
853,0,4,459
854,0,4,462
855,0,4,465
856,0,4,468
857,0,4,471
858,0,4,474
859,0,4,477
860,0,4,480
861,0,4,483
862,0,4,486
863,0,4,489
864,0,4,492
865,0,4,495
866,0,4,498
867,0,4,501
868,0,4,504
869,0,4,507
870,0,5,0
871,0,5,3
872,0,5,6
873,0,5,9
874,0,5,12
875,0,5,15
876,0,5,18
877,0,5,21
878,0,5,24
879,0,5,27
880,0,5,30
881,0,5,33
882,0,5,36
883,0,5,39
884,0,5,42
885,0,5,45
886,0,5,48
887,0,5,51
888,0,5,54
889,0,5,57
890,0,5,60
891,0,5,63
892,0,5,66
893,0,5,69
894,0,5,72
895,0,5,75
896,0,5,78
897,0,5,81
898,0,5,84
899,0,5,87
900,0,5,90
901,0,5,93
902,0,5,96
903,0,5,99
904,0,5,102
905,0,5,105
906,0,5,108
907,0,5,111
908,0,5,114
909,0,5,117
910,0,5,120
911,0,5,123
912,0,5,126
913,0,5,129
914,0,5,132
915,0,5,135
916,0,5,138
917,0,5,141
918,0,5,144
919,0,5,147
920,0,5,150
921,0,5,153
922,0,5,156
923,0,5,159
924,0,5,162
925,0,5,165
926,0,5,168
927,0,5,171
928,0,5,174
929,0,5,177
930,0,5,180
931,0,5,183
932,0,5,186
933,0,5,189
934,0,5,192
935,0,5,195
936,0,5,198
937,0,5,201
938,0,5,204
939,0,5,207
940,0,5,210
941,0,5,213
942,0,5,216
943,0,5,219
944,0,5,222
945,0,5,225
946,0,5,228
947,0,5,231
948,0,5,234
949,0,5,237
950,0,5,240
951,0,5,243
952,0,5,246
953,0,5,249
954,0,5,252
955,0,5,255
956,0,5,258
957,0,5,261
958,0,5,264
1000,0,6,0
1001,0,6,3
1002,0,6,6
1003,0,6,9
1004,0,6,12
1005,0,6,15
1006,0,6,18
1007,0,6,21
1008,0,6,24
1009,0,6,27
1010,0,6,30
1011,0,6,33
1012,0,6,36
1013,0,6,39
1014,0,6,42
1015,0,6,45
1016,0,6,48
1017,0,6,51
1018,0,6,54
1019,0,6,57
1020,0,6,60
1021,0,6,63
1022,0,6,66
1023,0,6,69
1024,0,6,72
1025,0,6,75
1026,0,6,78
1027,0,6,81
1028,0,6,84
1029,0,6,87
1030,0,6,90
1031,0,6,93
1032,0,6,96
1033,0,6,99
1034,0,6,102
1035,0,6,105
1036,0,6,108
1037,0,6,111
1038,0,6,114
1039,0,6,117
1040,0,6,120
1041,0,6,123
1042,0,6,126
1043,0,6,129
1044,0,6,132
1045,0,6,135
1046,0,6,138
1047,0,6,141
1048,0,6,144
1049,0,6,147
1050,0,6,150
1051,0,6,153
1052,0,6,156
1053,0,6,159
1054,0,6,162
1055,0,6,165
1056,0,6,168
1057,0,6,171
1058,0,6,174
1059,0,6,177
1060,0,6,180
1061,0,6,183
1062,0,6,186
1063,0,6,189
1064,0,6,192
1065,0,6,195
1066,0,6,198
1067,0,6,201
1068,0,6,204
1069,0,6,207
1070,0,6,210
1071,0,6,213
1072,0,6,216
1073,0,6,219
1074,0,6,222
1075,0,6,225
1076,0,6,228
1077,0,6,231
1078,0,6,234
1079,0,6,237
1080,0,6,240
1081,0,6,243
1082,0,6,246
1083,0,6,249
1084,0,6,252
1085,0,6,255
1086,0,6,258
1087,0,6,261
1088,0,6,264
1089,0,6,267
1090,0,6,270
1091,0,6,273
1092,0,6,276
1093,0,6,279
1094,0,6,282
1095,0,6,285
1096,0,6,288
1097,0,6,291
1098,0,6,294
1099,0,6,297
1100,0,6,300
1101,0,6,303
1102,0,6,306
1103,0,6,309
1104,0,6,312
1105,0,6,315
1106,0,6,318
1107,0,6,321
1108,0,6,324
1109,0,6,327
1110,0,6,330
1111,0,6,333
1112,0,6,336
1113,0,6,339
1114,0,6,342
1115,0,6,345
1116,0,6,348
1117,0,6,351
1118,0,6,354
1119,0,6,357
1120,0,6,360
1121,0,6,363
1122,0,6,366
1123,0,6,369
1124,0,6,372
1125,0,6,375
1126,0,6,378
1127,0,6,381
1128,0,6,384
1129,0,6,387
1130,0,6,390
1131,0,6,393
1132,0,6,396
1133,0,6,399
1134,0,6,402
1135,0,6,405
1136,0,6,408
1137,0,6,411
1138,0,6,414
1139,0,6,417
1140,0,6,420
1141,0,6,423
1142,0,6,426
1143,0,6,429
1144,0,6,432
1145,0,6,435
1146,0,6,438
1147,0,6,441
1148,0,6,444
1149,0,6,447
1150,0,6,450
1151,0,6,453
1152,0,6,456
1153,0,6,459
1154,0,6,462
1155,0,6,465
1156,0,6,468
1157,0,6,471
1158,0,6,474
1159,0,6,477
1160,0,6,480
1161,0,6,483
1162,0,6,486
1163,0,6,489
1164,0,6,492
1165,0,6,495
1166,0,6,498
1167,0,6,501
1168,0,6,504
1169,0,6,507
1170,0,7,0
1171,0,7,3
1172,0,7,6
1173,0,7,9
1174,0,7,12
1175,0,7,15
1176,0,7,18
1177,0,7,21
1178,0,7,24
1179,0,7,27
1180,0,7,30
1181,0,7,33
1182,0,7,36
1183,0,7,39
1184,0,7,42
1185,0,7,45
1186,0,7,48
1187,0,7,51
1188,0,7,54
1189,0,7,57
1190,0,7,60
1191,0,7,63
1192,0,7,66
1193,0,7,69
1194,0,7,72
1195,0,7,75
1196,0,7,78
1197,0,7,81
1198,0,7,84
1199,0,7,87
1200,0,7,90
1201,0,7,93
1202,0,7,96
1203,0,7,99
1204,0,7,102
1205,0,7,105
1206,0,7,108
1207,0,7,111
1208,0,7,114
1209,0,7,117
1210,0,7,120
1211,0,7,123
1212,0,7,126
1213,0,7,129
1214,0,7,132
1215,0,7,135
1216,0,7,138
1217,0,7,141
1218,0,7,144
1219,0,7,147
1220,0,7,150
1221,0,7,153
1222,0,7,156
1223,0,7,159
1224,0,7,162
1225,0,7,165
1226,0,7,168
1227,0,7,171
1228,0,7,174
1229,0,7,177
1230,0,7,180
1231,0,7,183
1232,0,7,186
1233,0,7,189
1234,0,7,192
1235,0,7,195
1236,0,7,198
1237,0,7,201
1238,0,7,204
1239,0,7,207
1240,0,7,210
1241,0,7,213
1242,0,7,216
1243,0,7,219
1244,0,7,222
1245,0,7,225
1246,0,7,228
1247,0,7,231
1248,0,7,234
1249,0,7,237
1250,0,7,240
1251,0,7,243
1252,0,7,246
1253,0,7,249
1254,0,7,252
1255,0,7,255
1256,0,7,258
1257,0,7,261
1258,0,7,264
1300,0,8,0
1301,0,8,3
1302,0,8,6
1303,0,8,9
1304,0,8,12
1305,0,8,15
1306,0,8,18
1307,0,8,21
1308,0,8,24
1309,0,8,27
1310,0,8,30
1311,0,8,33
1312,0,8,36
1313,0,8,39
1314,0,8,42
1315,0,8,45
1316,0,8,48
1317,0,8,51
1318,0,8,54
1319,0,8,57
1320,0,8,60
1321,0,8,63
1322,0,8,66
1323,0,8,69
1324,0,8,72
1325,0,8,75
1326,0,8,78
1327,0,8,81
1328,0,8,84
1329,0,8,87
1330,0,8,90
1331,0,8,93
1332,0,8,96
1333,0,8,99
1334,0,8,102
1335,0,8,105
1336,0,8,108
1337,0,8,111
1338,0,8,114
1339,0,8,117
1340,0,8,120
1341,0,8,123
1342,0,8,126
1343,0,8,129
1344,0,8,132
1345,0,8,135
1346,0,8,138
1347,0,8,141
1348,0,8,144
1349,0,8,147
1350,0,8,150
1351,0,8,153
1352,0,8,156
1353,0,8,159
1354,0,8,162
1355,0,8,165
1356,0,8,168
1357,0,8,171
1358,0,8,174
1359,0,8,177
1360,0,8,180
1361,0,8,183
1362,0,8,186
1363,0,8,189
1364,0,8,192
1365,0,8,195
1366,0,8,198
1367,0,8,201
1368,0,8,204
1369,0,8,207
1370,0,8,210
1371,0,8,213
1372,0,8,216
1373,0,8,219
1374,0,8,222
1375,0,8,225
1376,0,8,228
1377,0,8,231
1378,0,8,234
1379,0,8,237
1380,0,8,240
1381,0,8,243
1382,0,8,246
1383,0,8,249
1384,0,8,252
1385,0,8,255
1386,0,8,258
1387,0,8,261
1388,0,8,264
1389,0,8,267
1390,0,8,270
1391,0,8,273
1392,0,8,276
1393,0,8,279
1394,0,8,282
1395,0,8,285
1396,0,8,288
1397,0,8,291
1398,0,8,294
1399,0,8,297
1400,0,8,300
1401,0,8,303
1402,0,8,306
1403,0,8,309
1404,0,8,312
1405,0,8,315
1406,0,8,318
1407,0,8,321
1408,0,8,324
1409,0,8,327
1410,0,8,330
1411,0,8,333
1412,0,8,336
1413,0,8,339
1414,0,8,342
1415,0,8,345
1416,0,8,348
1417,0,8,351
1418,0,8,354
1419,0,8,357
1420,0,8,360
1421,0,8,363
1422,0,8,366
1423,0,8,369
1424,0,8,372
1425,0,8,375
1426,0,8,378
1427,0,8,381
1428,0,8,384
1429,0,8,387
1430,0,8,390
1431,0,8,393
1432,0,8,396
1433,0,8,399
1434,0,8,402
1435,0,8,405
1436,0,8,408
1437,0,8,411
1438,0,8,414
1439,0,8,417
1440,0,8,420
1441,0,8,423
1442,0,8,426
1443,0,8,429
1444,0,8,432
1445,0,8,435
1446,0,8,438
1447,0,8,441
1448,0,8,444
1449,0,8,447
1450,0,8,450
1451,0,8,453
1452,0,8,456
1453,0,8,459
1454,0,8,462
1455,0,8,465
1456,0,8,468
1457,0,8,471
1458,0,8,474
1459,0,8,477
1460,0,8,480
1461,0,8,483
1462,0,8,486
1463,0,8,489
1464,0,8,492
1465,0,8,495
1466,0,8,498
1467,0,8,501
1468,0,8,504
1469,0,8,507
1470,0,9,0
1471,0,9,3
1472,0,9,6
1473,0,9,9
1474,0,9,12
1475,0,9,15
1476,0,9,18
1477,0,9,21
1478,0,9,24
1479,0,9,27
1480,0,9,30
1481,0,9,33
1482,0,9,36
1483,0,9,39
1484,0,9,42
1485,0,9,45
1486,0,9,48
1487,0,9,51
1488,0,9,54
1489,0,9,57
1490,0,9,60
1491,0,9,63
1492,0,9,66
1493,0,9,69
1494,0,9,72
1495,0,9,75
1496,0,9,78
1497,0,9,81
1498,0,9,84
1499,0,9,87
1500,0,9,90
1501,0,9,93
1502,0,9,96
1503,0,9,99
1504,0,9,102
1505,0,9,105
1506,0,9,108
1507,0,9,111
1508,0,9,114
1509,0,9,117
1510,0,9,120
1511,0,9,123
1512,0,9,126
1513,0,9,129
1514,0,9,132
1515,0,9,135
1516,0,9,138
1517,0,9,141
1518,0,9,144
1519,0,9,147
1520,0,9,150
1521,0,9,153
1522,0,9,156
1523,0,9,159
1524,0,9,162
1525,0,9,165
1526,0,9,168
1527,0,9,171
1528,0,9,174
1529,0,9,177
1530,0,9,180
1531,0,9,183
1532,0,9,186
1533,0,9,189
1534,0,9,192
1535,0,9,195
1536,0,9,198
1537,0,9,201
1538,0,9,204
1539,0,9,207
1540,0,9,210
1541,0,9,213
1542,0,9,216
1543,0,9,219
1544,0,9,222
1545,0,9,225
1546,0,9,228
1547,0,9,231
1548,0,9,234
1549,0,9,237
1550,0,9,240
1551,0,9,243
1552,0,9,246
1553,0,9,249
1554,0,9,252
1555,0,9,255
1556,0,9,258
1557,0,9,261
1558,0,9,264
1600,0,10,0
1601,0,10,3
1602,0,10,6
1603,0,10,9
1604,0,10,12
1605,0,10,15
1606,0,10,18
1607,0,10,21
1608,0,10,24
1609,0,10,27
1610,0,10,30
1611,0,10,33
1612,0,10,36
1613,0,10,39
1614,0,10,42
1615,0,10,45
1616,0,10,48
1617,0,10,51
1618,0,10,54
1619,0,10,57
1620,0,10,60
1621,0,10,63
1622,0,10,66
1623,0,10,69
1624,0,10,72
1625,0,10,75
1626,0,10,78
1627,0,10,81
1628,0,10,84
1629,0,10,87
1630,0,10,90
1631,0,10,93
1632,0,10,96
1633,0,10,99
1634,0,10,102
1635,0,10,105
1636,0,10,108
1637,0,10,111
1638,0,10,114
1639,0,10,117
1640,0,10,120
1641,0,10,123
1642,0,10,126
1643,0,10,129
1644,0,10,132
1645,0,10,135
1646,0,10,138
1647,0,10,141
1648,0,10,144
1649,0,10,147
1650,0,10,150
1651,0,10,153
1652,0,10,156
1653,0,10,159
1654,0,10,162
1655,0,10,165
1656,0,10,168
1657,0,10,171
1658,0,10,174
1659,0,10,177
1660,0,10,180
1661,0,10,183
1662,0,10,186
1663,0,10,189
1664,0,10,192
1665,0,10,195
1666,0,10,198
1667,0,10,201
1668,0,10,204
1669,0,10,207
1670,0,10,210
1671,0,10,213
1672,0,10,216
1673,0,10,219
1674,0,10,222
1675,0,10,225
1676,0,10,228
1677,0,10,231
1678,0,10,234
1679,0,10,237
1680,0,10,240
1681,0,10,243
1682,0,10,246
1683,0,10,249
1684,0,10,252
1685,0,10,255
1686,0,10,258
1687,0,10,261
1688,0,10,264
1689,0,10,267
1690,0,10,270
1691,0,10,273
1692,0,10,276
1693,0,10,279
1694,0,10,282
1695,0,10,285
1696,0,10,288
1697,0,10,291
1698,0,10,294
1699,0,10,297
1700,0,10,300
1701,0,10,303
1702,0,10,306
1703,0,10,309
1704,0,10,312
1705,0,10,315
1706,0,10,318
1707,0,10,321
1708,0,10,324
1709,0,10,327
1710,0,10,330
1711,0,10,333
1712,0,10,336
1713,0,10,339
1714,0,10,342
1715,0,10,345
1716,0,10,348
1717,0,10,351
1718,0,10,354
1719,0,10,357
1720,0,10,360
1721,0,10,363
1722,0,10,366
1723,0,10,369
1724,0,10,372
1725,0,10,375
1726,0,10,378
1727,0,10,381
1728,0,10,384
1729,0,10,387
1730,0,10,390
1731,0,10,393
1732,0,10,396
1733,0,10,399
1734,0,10,402
1735,0,10,405
1736,0,10,408
1737,0,10,411
1738,0,10,414
1739,0,10,417
1740,0,10,420
1741,0,10,423
1742,0,10,426
1743,0,10,429
1744,0,10,432
1745,0,10,435
1746,0,10,438
1747,0,10,441
1748,0,10,444
1749,0,10,447
1750,0,10,450
1751,0,10,453
1752,0,10,456
1753,0,10,459
1754,0,10,462
1755,0,10,465
1756,0,10,468
1757,0,10,471
1758,0,10,474
1759,0,10,477
1760,0,10,480
1761,0,10,483
1762,0,10,486
1763,0,10,489
1764,0,10,492
1765,0,10,495
1766,0,10,498
1767,0,10,501
1768,0,10,504
1769,0,10,507
1770,0,11,0
1771,0,11,3
1772,0,11,6
1773,0,11,9
1774,0,11,12
1775,0,11,15
1776,0,11,18
1777,0,11,21
1778,0,11,24
1779,0,11,27
1780,0,11,30
1781,0,11,33
1782,0,11,36
1783,0,11,39
1784,0,11,42
1785,0,11,45
1786,0,11,48
1787,0,11,51
1788,0,11,54
1789,0,11,57
1790,0,11,60
1791,0,11,63
1792,0,11,66
1793,0,11,69
1794,0,11,72
1795,0,11,75
1796,0,11,78
1797,0,11,81
1798,0,11,84
1799,0,11,87
1800,0,11,90
1801,0,11,93
1802,0,11,96
1803,0,11,99
1804,0,11,102
1805,0,11,105
1806,0,11,108
1807,0,11,111
1808,0,11,114
1809,0,11,117
1810,0,11,120
1811,0,11,123
1812,0,11,126
1813,0,11,129
1814,0,11,132
1815,0,11,135
1816,0,11,138
1817,0,11,141
1818,0,11,144
1819,0,11,147
1820,0,11,150
1821,0,11,153
1822,0,11,156
1823,0,11,159
1824,0,11,162
1825,0,11,165
1826,0,11,168
1827,0,11,171
1828,0,11,174
1829,0,11,177
1830,0,11,180
1831,0,11,183
1832,0,11,186
1833,0,11,189
1834,0,11,192
1835,0,11,195
1836,0,11,198
1837,0,11,201
1838,0,11,204
1839,0,11,207
1840,0,11,210
1841,0,11,213
1842,0,11,216
1843,0,11,219
1844,0,11,222
1845,0,11,225
1846,0,11,228
1847,0,11,231
1848,0,11,234
1849,0,11,237
1850,0,11,240
1851,0,11,243
1852,0,11,246
1853,0,11,249
1854,0,11,252
1855,0,11,255
1856,0,11,258
1857,0,11,261
1858,0,11,264
1900,0,12,0
1901,0,12,3
1902,0,12,6
1903,0,12,9
1904,0,12,12
1905,0,12,15
1906,0,12,18
1907,0,12,21
1908,0,12,24
1909,0,12,27
1910,0,12,30
1911,0,12,33
1912,0,12,36
1913,0,12,39
1914,0,12,42
1915,0,12,45
1916,0,12,48
1917,0,12,51
1918,0,12,54
1919,0,12,57
1920,0,12,60
1921,0,12,63
1922,0,12,66
1923,0,12,69
1924,0,12,72
1925,0,12,75
1926,0,12,78
1927,0,12,81
1928,0,12,84
1929,0,12,87
1930,0,12,90
1931,0,12,93
1932,0,12,96
1933,0,12,99
1934,0,12,102
1935,0,12,105
1936,0,12,108
1937,0,12,111
1938,0,12,114
1939,0,12,117
1940,0,12,120
1941,0,12,123
1942,0,12,126
1943,0,12,129
1944,0,12,132
1945,0,12,135
1946,0,12,138
1947,0,12,141
1948,0,12,144
1949,0,12,147
1950,0,12,150
1951,0,12,153
1952,0,12,156
1953,0,12,159
1954,0,12,162
1955,0,12,165
1956,0,12,168
1957,0,12,171
1958,0,12,174
1959,0,12,177
1960,0,12,180
1961,0,12,183
1962,0,12,186
1963,0,12,189
1964,0,12,192
1965,0,12,195
1966,0,12,198
1967,0,12,201
1968,0,12,204
1969,0,12,207
1970,0,12,210
1971,0,12,213
1972,0,12,216
1973,0,12,219
1974,0,12,222
1975,0,12,225
1976,0,12,228
1977,0,12,231
1978,0,12,234
1979,0,12,237
1980,0,12,240
1981,0,12,243
1982,0,12,246
1983,0,12,249
